name,image,ratings,no_of_ratings,discount_price,actual_price,weight_volume,discount_price_USD,actual_price_USD
Haldiram's Kesar Gujiya 400 g X 1 Box (Made with 100% Desi Ghee),https://m.media-amazon.com/images/I/71ckqWyiNzL._AC_UL320_.jpg,2,1,399.0,545.0,,4.586206896551724,6.264367816091954
"Harveys Flavouring Essence | Biryani, Kewra, Saffron, Cardamom | Pack of 4 | For Biryani, Kheer, Cake, Cookies, Muffins, S...",https://m.media-amazon.com/images/I/41JTQcCGEZL._AC_UL320_.jpg,3.6,71,220.0,236.0,,2.528735632183908,2.7126436781609193
"Amazon Brand - Jam & Honey Yellow Unicorn Soft Toy, 35 cm",https://m.media-amazon.com/images/I/710OnlfmW8L._AC_UL320_.jpg,4.6,325,335.0,950.0,,3.8505747126436782,10.919540229885058
"ElectroFizz Instant Hydration Energy Drink for Workout for Men and Women- Electrolyte Powder, Vitamin C, Probiotics - 1 Kg...",https://m.media-amazon.com/images/I/71L7Ks2vzWL._AC_UL320_.jpg,4,387,549.0,777.0,,6.310344827586207,8.931034482758621
NatureVit Premium Chia Seeds 200g | Raw Chia Seeds for Eating with Omega 3 & Fibre for Weight Loss Management.,https://m.media-amazon.com/images/I/71PRbjlWs0L._AC_UL320_.jpg,5,2,149.0,300.0,g,1.7126436781609196,3.4482758620689653
Rustic Nature Raw Chia Seeds Rich in Omega 3 for Weight Loss 1kg,https://m.media-amazon.com/images/I/71EM9bQN4ZL._AC_UL320_.jpg,4.3,"2,240",590.0,1000.0,kg,6.781609195402299,11.494252873563218
"Prizex Natural Organic Poppy Seeds / Khus Khus / Posta Dana, 250gm…",https://m.media-amazon.com/images/I/61S-VvKlRlL._AC_UL320_.jpg,3.7,196,499.0,699.0,gm,5.735632183908046,8.03448275862069
Happilo Premium International Daily Super Fitness Mix 325 g | Premium Superfood | Premium & Nutritious Super Fitness Mix N...,https://m.media-amazon.com/images/I/71vmhnPeDVL._AC_UL320_.jpg,4.2,173,339.0,499.0,,3.896551724137931,5.735632183908046
SFT Fennel Seeds Small (Saunf) 400 Gm,https://m.media-amazon.com/images/I/813VbMx8oCL._AC_UL320_.jpg,3.6,258,207.0,300.0,,2.3793103448275863,3.4482758620689653
Tajín Clásico Chile Lime Seasoning 5 oz 142g,https://m.media-amazon.com/images/I/61M-izdEk-L._AC_UL320_.jpg,Get,FREE Delivery by Amazon,699.0,999.0,g,8.03448275862069,11.482758620689655
mCaffeine Green Tea Skin Care Gift Set With Goodness of Vitamin C | For All Ocassions | Gender Neutral | 100% Natural Prod...,https://m.media-amazon.com/images/I/612b7uBJ8bL._AC_UL320_.jpg,4.4,640,1699.0,2049.0,,19.528735632183906,23.551724137931036
Namo Organics - Jumbo Chironji Seeds - 150 Gm - Almondette Kernels / Charoli Dry Fruits | Raw | Sweets Making,https://m.media-amazon.com/images/I/719ysvewuNL._AC_UL320_.jpg,4.1,76,288.0,399.0,,3.310344827586207,4.586206896551724
"Tulsi Rozana California Almonds, 1000gm",https://m.media-amazon.com/images/I/71o0f-G71kL._AC_UL320_.jpg,4.1,"2,407",804.0,1185.0,gm,9.241379310344827,13.620689655172415
Birju Mahavir Kadwa Badam - Bitter Almonds 400 Gr,https://m.media-amazon.com/images/I/71CbWL3M4gL._AC_UL320_.jpg,3.9,358,269.0,590.0,,3.0919540229885056,6.781609195402299
"Nando's Peri Peri Chilli Sauce - Hot, 250g, Product of The Netherlands",https://m.media-amazon.com/images/I/71X53hqHM6L._AC_UL320_.jpg,4.4,427,349.0,390.0,g,4.011494252873563,4.482758620689655
"Paperboat Swing Lush Lychee Juice with Vitamin D, 600 ml Each - Pack of 6",https://m.media-amazon.com/images/I/61QnDBrezTL._AC_UL320_.jpg,4,1,233.0,240.0,,2.67816091954023,2.7586206896551726
"Sunbean Beaten Caffe Strong, 125g | Rich, Creamy Strong Beaten Coffee | Whipped Coffee Paste | Strong Instant Beaten Coffe...",https://m.media-amazon.com/images/I/71jIELZNhIL._AC_UL320_.jpg,3.9,450,144.0,175.0,g,1.6551724137931034,2.0114942528735633
"Urban Platter Natural Cocoa Powder, 250g",https://m.media-amazon.com/images/I/61ipbLfMcFL._AC_UL320_.jpg,4.3,843,240.0,250.0,g,2.7586206896551726,2.8735632183908044
Nutri Desire Fox Nuts Phool Makhana (1kg),https://m.media-amazon.com/images/I/71BZxB2tvvL._AC_UL320_.jpg,4,252,620.0,999.0,kg,7.126436781609195,11.482758620689655
ARNOTT'S Tim TAM Smooth and Crunchy Classic Chocolate Sandwich Biscuit with Selected Cocoa Beans 81GM(Imported),https://m.media-amazon.com/images/I/61X25JNQlyL._AC_UL320_.jpg,2.8,64,280.0,699.0,,3.218390804597701,8.03448275862069
Nutraj California Pitted Prunes (Dried Seedless Plums) 400g (200g X 2) | Dried Plum | Seedless | Gluten Free | Non GMO | H...,https://m.media-amazon.com/images/I/71lTFan4vZL._AC_UL320_.jpg,4.1,228,443.0,498.0,g,5.091954022988506,5.724137931034483
Birju Mahavir Gond Katira - Tragacanth Gum 1 KG,https://m.media-amazon.com/images/I/81eU6Qzu4zL._AC_UL320_.jpg,4.2,747,420.0,760.0,,4.827586206896552,8.735632183908047
"Miltop Premium Cardamom Green Whole (ELAICHI), 100g",https://m.media-amazon.com/images/I/911YTtqSHLL._AC_UL320_.jpg,4.1,223,235.0,500.0,g,2.7011494252873565,5.747126436781609
Rungtas Real Gold Special Assam Black Tea - 2 Kg | Strong & Fresh Kadak Chai | India Premium Blended Aromatic Long Leaf Te...,https://m.media-amazon.com/images/I/616y8ISJDnL._AC_UL320_.jpg,4.3,"1,154",899.0,900.0,,10.333333333333334,10.344827586206897
"Happy Jars Chocolate Hazelnut Spread, 265g | Real Dark Chocolate | Pure Hazelnuts | 40% less sugar | No added Palm oil | N...",https://m.media-amazon.com/images/I/71-OEcmNxCL._AC_UL320_.jpg,4.5,11,349.0,399.0,g,4.011494252873563,4.586206896551724
"Agile Organic Whole Cranberry 500g - Cranberries Dry Fruit | Antioxidant Rich, Non-GMO, Gluten Free & Vegan | Healthy Snack",https://m.media-amazon.com/images/I/71fbwYjtNBL._AC_UL320_.jpg,4.3,607,568.0,650.0,g,6.528735632183908,7.471264367816092
"Taj Mahal Spicy Ginger Tea Bags, 25 Pieces",https://m.media-amazon.com/images/I/41YPjwc4HLL._AC_UL320_.jpg,4.4,115,189.0,199.0,,2.1724137931034484,2.2873563218390807
"Sprig Roasted Chilli Oil |Crafted with real Bydagi Chilies| No artificial colours, flavor, additives or preservatives | Ve...",https://m.media-amazon.com/images/I/8136O7AA3QL._AC_UL320_.jpg,4.4,566,379.0,399.0,,4.35632183908046,4.586206896551724
"Tong Garden Sunflower BBQ Seeds, 30g, Pack of 12",https://m.media-amazon.com/images/I/71r21XE8bHL._AC_UL320_.jpg,4.5,455,355.0,360.0,g,4.080459770114943,4.137931034482759
"HERBALIFE Afresh Energy Drink - Cinnamon Flavor & Tulsi Flavor For Weight Loss Energy Drink  (50 g, Cinnamon, Tulsi Flavored)",https://m.media-amazon.com/images/I/51n2SE1yWHS._AC_UL320_.jpg,3.9,19,1048.0,1696.0,,12.045977011494253,19.49425287356322
Tosca Muso Gold Chocolate- Gold Chocolate Truffles- Center Filled Milk Chocolate (60 pcs in a Box),https://m.media-amazon.com/images/I/51YNeiQ4v+L._AC_UL320_.jpg,3.6,719,229.0,299.0,,2.632183908045977,3.4367816091954024
TE-A-ME Unwind Pure Chamomile | Herbal Infusion Tea | Chamomile Flowers | Subtle & Flowery | Light & Gentle Taste | Stres...,https://m.media-amazon.com/images/I/418gs9IDR7S._AC_UL320_.jpg,4.3,126,529.0,700.0,,6.080459770114943,8.045977011494253
SFT Fennel Seeds Big (Saunf) 200 Gm,https://m.media-amazon.com/images/I/813LkZcIOeL._AC_UL320_.jpg,3.9,536,161.0,245.0,,1.8505747126436782,2.8160919540229883
Pro Nature Organic Cold Pressed Sunflower Oil 1 Liter,https://m.media-amazon.com/images/I/51HYlEQdQ1L._AC_UL320_.jpg,4.3,20,460.0,479.0,,5.287356321839081,5.505747126436781
LuvIt Goodies Chocolates Assorted Gift Pack | Diwali Chocolate Gift Set | Best Gift Box for Diwali Celebration | Multipack...,https://m.media-amazon.com/images/I/612nOZsEyfL._AC_UL320_.jpg,4.2,859,499.0,700.0,,5.735632183908046,8.045977011494253
Manna iStrong | Chocolate Flavoured Multi Grain Energy Drink 200g (Pack of 2) | Clinically Proven to Tackle Anemia in 90 D...,https://m.media-amazon.com/images/I/51wC9XpPaaL._AC_UL320_.jpg,4.2,79,189.0,298.0,g,2.1724137931034484,3.425287356321839
"Malikaz' The Royale Taste Dry Whole Red Chilli | Lal Mirch Pouch, 100 g | Fiery | 100% Natural | No Additives | Easy to ad...",https://m.media-amazon.com/images/I/61dKnjQrwfS._AC_UL320_.jpg,4.1,85,109.0,159.0,,1.2528735632183907,1.8275862068965518
"Nourcery Pizza & Pasta Seasoning Mix, 400g (Oregano Seasoning)",https://m.media-amazon.com/images/I/71naZ9oC1JL._AC_UL320_.jpg,4.1,70,249.0,448.0,g,2.8620689655172415,5.149425287356322
First Bud Organics - Homemade Mango Pickle (350g) | Secret Rajasthani Recipe | Dry and Spicy Pickle | 100% Natural Ingredi...,https://m.media-amazon.com/images/I/71I3sqV8d8L._AC_UL320_.jpg,4,376,275.0,399.0,g,3.160919540229885,4.586206896551724
"Nongshim Shin Kimchi Instant Noodle Cup, 2.65 oz / 75 g",https://m.media-amazon.com/images/I/81LSfIHpKdL._AC_UL320_.jpg,3.8,440,103.0,109.0,,1.1839080459770115,1.2528735632183907
"LB RAY 100% Sugar-Free Meetha Paan Mukhwas, After Meal Snack, Mouth Freshener- Made with Natural Plant Sweetener Stevia (1...",https://m.media-amazon.com/images/I/61fkFWD2Q6L._AC_UL320_.jpg,4,37,278.0,299.0,,3.1954022988505746,3.4367816091954024
"Tata Sampann Multi Dal Chilla Mix, 180g",https://m.media-amazon.com/images/I/61mznvgJ5PL._AC_UL320_.jpg,4.3,88,69.8,70.0,g,0.8022988505747126,0.8045977011494253
"Coco Mama Coconut Water Tetrapak, 250 ml",https://m.media-amazon.com/images/I/61SNrwLm7IL._AC_UL320_.jpg,3.4,884,37.0,50.0,,0.42528735632183906,0.5747126436781609
"Barilla Pasta Linguine Durum Wheat, 500g",https://m.media-amazon.com/images/I/514trpA2imL._AC_UL320_.jpg,4.4,331,199.0,329.0,g,2.2873563218390807,3.781609195402299
"CAPILANO Honey, 500 g",https://m.media-amazon.com/images/I/71YG3KputUL._AC_UL320_.jpg,4.3,152,770.0,950.0,,8.850574712643677,10.919540229885058
"Top Ramen Cup Noodles Italiano, 70g",https://m.media-amazon.com/images/I/91NtaMEIFoL._AC_UL320_.jpg,3.9,518,41.0,50.0,g,0.47126436781609193,0.5747126436781609
KWALITY Fruitrings Mixed Fruit Flavor Loops High Vitamins content | Crunchy Multigrain Breakfast Cereal for Kids 375g [Pac...,https://m.media-amazon.com/images/I/81DW1DBtqDL._AC_UL320_.jpg,4,70,149.0,199.0,g,1.7126436781609196,2.2873563218390807
"Doctor'S Best High Absorption Chelated Magnesium - 100 Mg, 120 Tablets",https://m.media-amazon.com/images/I/71O2rDSzBSL._AC_UL320_.jpg,4.3,307,1954.0,4999.0,,22.45977011494253,57.45977011494253
Kapiva Pure Wild Honey | Maximum Health and Nutrition | 100% Naturally Sourced | No Added Sugar or Jaggery (250g),https://m.media-amazon.com/images/I/61067VIm+7S._AC_UL320_.jpg,3.6,331,299.0,349.0,g,3.4367816091954024,4.011494252873563
Jaiitun Namak (Olive Salt) | Natural & Pure -(100 gram),https://m.media-amazon.com/images/I/71EHsG3c3AL._AC_UL320_.jpg,4.4,25,461.0,599.0,,5.2988505747126435,6.885057471264368
Nature Purify Dried Apricot | Khumani | Badam BOR Soft (250),https://m.media-amazon.com/images/I/61cplBCNK5L._AC_UL320_.jpg,5,1,146.0,399.0,,1.6781609195402298,4.586206896551724
Maanki Chaat Papdi Bhel Puri/ Chat Puri/Chat Papdi/Sev Puri(Papdi) 200 Grams,https://m.media-amazon.com/images/I/81vWSkHvCEL._AC_UL320_.jpg,4.1,74,130.0,299.0,,1.4942528735632183,3.4367816091954024
"Indiana Pop Corn Kernels | Popcorn | Popcorn Seeds, Popcorn Kernel - 1kg",https://m.media-amazon.com/images/I/71p5wZjSgpL._AC_UL320_.jpg,4.2,549,188.0,350.0,kg,2.160919540229885,4.022988505747127
ice breaker Wintergreen - Sugar Free Mints from USA - 42g,https://m.media-amazon.com/images/I/717CQYvlb-L._AC_UL320_.jpg,4,288,220.0,250.0,g,2.528735632183908,2.8735632183908044
Spraymintt Mouth Freshener - Pack of 2 (Ice Mint- 15g) and Spraymint Mouth Freshener (Elaichi- 15g),https://m.media-amazon.com/images/I/51SDtCUdgzL._AC_UL320_.jpg,3.9,"1,572",190.0,198.0,g,2.1839080459770117,2.2758620689655173
"Nestle Nescafe Gold 190gm - Pack of Two (Glass Bottle, Ground, Original Flavor)",https://m.media-amazon.com/images/I/61SJgsb106L._AC_UL320_.jpg,4.5,899,1680.0,2500.0,gm,19.310344827586206,28.735632183908045
"Sorich Organics Ceylon Cinnamon Powder 100gm | Cinnamon Powder For Weight Loss, Face | Dalchini Powder 100g | Organic SriL...",https://m.media-amazon.com/images/I/61ADxLijttL._AC_UL320_.jpg,4.2,167,175.0,275.0,gm,2.0114942528735633,3.160919540229885
"COCON Pudding 6CUP 480G, Multicolor, 480 g (Pack of 1)",https://m.media-amazon.com/images/I/71ZsFs+4iSL._AC_UL320_.jpg,4.3,119,230.0,250.0,,2.6436781609195403,2.8735632183908044
Lindt Lindor Assorted Truffles 200g Pack Of 1 (Ideal Gift For Cristmas & New Year),https://m.media-amazon.com/images/I/41EgJGJSYLL._AC_UL320_.jpg,3.7,172,599.0,800.0,g,6.885057471264368,9.195402298850574
"Dry Fruit Hub Medjoul Dates 1kg, Pack Of 2 Each 500g Medjool Khajoor, Jumbo Medjoul dates Dates Dry Fruits, Medjool Khajur",https://m.media-amazon.com/images/I/71JK0sCxUjL._AC_UL320_.jpg,4.1,119,1368.0,1900.0,kg,15.724137931034482,21.839080459770116
BASIC AYURVEDA Olive Salt (Jaitun Ka Namak Zaitoon) 50g | Certified Organic 100% Natural & Pure Herbs | Ayurvedic Suppleme...,https://m.media-amazon.com/images/I/51rPuPbkZiL._AC_UL320_.jpg,3.6,90,290.0,300.0,g,3.3333333333333335,3.4482758620689653
"Raw Pressery Lactose Free Skimmed Milk, 1 Litre",https://m.media-amazon.com/images/I/51INYUUCZKL._AC_UL320_.jpg,4,20,148.0,175.0,,1.7011494252873562,2.0114942528735633
"Gatorade Sports Drink - Orange Flavor, 500ml Bottle",https://m.media-amazon.com/images/I/71DVyVo8UOL._AC_UL320_.jpg,4.3,507,47.0,50.0,ml,0.5402298850574713,0.5747126436781609
"Cadbury Choclairs Gold 117 Candies, 725.4g Jar",https://m.media-amazon.com/images/I/71VoCACMrSL._AC_UL320_.jpg,4.2,295,399.0,400.0,g,4.586206896551724,4.597701149425287
"Samyang Vegetarian Kimchi Ramen, 5 X 120 g",https://m.media-amazon.com/images/I/71H-6AUuF+L._AC_UL320_.jpg,4.1,514,510.0,600.0,,5.862068965517241,6.896551724137931
"Tomezza® Tomato Ketchup Sachet , Pack of 100 (8g Each)",https://m.media-amazon.com/images/I/71nqJAlHjnL._AC_UL320_.jpg,3.7,40,194.0,300.0,g,2.2298850574712645,3.4482758620689653
Dr Trust Organic Raw Unfiltered Apple Cider Vinegar with Mother - 750 ml (Pack of 2),https://m.media-amazon.com/images/I/71i1GY+QRoL._AC_UL320_.jpg,4.1,406,399.0,1598.0,,4.586206896551724,18.367816091954023
Nutraj Special Walnut Kernels 250g - Vacuum Pack Without Shell Walnut Kernels | Dry Fruits | Akhroth Giri | Unsalted | for...,https://m.media-amazon.com/images/I/71rvkEnXNfL._AC_UL320_.jpg,4,691,417.0,549.0,g,4.793103448275862,6.310344827586207
"The Better Flour Value Saver Combo, Vegan Low Carb Flour | Contains Plant Based Proteins | Gluten Free Protein Rich Multip...",https://m.media-amazon.com/images/I/612QnZ+pzSL._AC_UL320_.jpg,4.3,7,695.0,819.0,,7.988505747126437,9.413793103448276
Edible Sparkle Colourshine Food Colouring Set of 10 Vibrant Liquid Food Colours | Food Colour for Cake Decor | Food Colour...,https://m.media-amazon.com/images/I/81sKYLMwzCL._AC_UL320_.jpg,4.1,39,238.0,320.0,,2.735632183908046,3.67816091954023
Zone Marketing Organic Palm Sugar Crystals / Panag Kalkandu 1kg,https://m.media-amazon.com/images/I/51VofqCRspL._AC_UL320_.jpg,4,88,250.0,500.0,kg,2.8735632183908044,5.747126436781609
"Aachi Coriander Powder, 100g",https://m.media-amazon.com/images/I/51lZVZW9v8L._AC_UL320_.jpg,4.2,109,119.0,129.0,g,1.367816091954023,1.4827586206896552
Figaro Olive Oil - 100ml Bottle,https://m.media-amazon.com/images/I/415qRPvN-RL._AC_UL320_.jpg,4.4,54,150.0,179.0,ml,1.7241379310344827,2.057471264367816
VS Mani & Co Molaga Podi - South Indian Style Chutney for Idli and Dosa (150 Grams),https://m.media-amazon.com/images/I/61LW43GNtlS._AC_UL320_.jpg,4.2,21,149.0,175.0,,1.7126436781609196,2.0114942528735633
Indiana Xanthan Gum Powder Gluten-Free / Vegan Thickening (200gm),https://m.media-amazon.com/images/I/71M-Y-IK9xL._AC_UL320_.jpg,4.3,28,175.0,700.0,gm,2.0114942528735633,8.045977011494253
"Exotes Popular Almonds Vacuum Pouch, 250 g",https://m.media-amazon.com/images/I/81D9jtAA41L._AC_UL320_.jpg,5,1,193.0,500.0,,2.218390804597701,5.747126436781609
"Nutella Chocolate Hazelnut Spread, 350 g",https://m.media-amazon.com/images/I/71V+jfE+z5L._AC_UL320_.jpg,4.1,50,362.0,599.0,,4.160919540229885,6.885057471264368
"Veeba Garlic Mayonnaise, 250g",https://m.media-amazon.com/images/I/616l86RVAUL._AC_UL320_.jpg,4.3,934,87.0,89.0,g,1.0,1.0229885057471264
Indomie Instant Noodles Chicken Flavour-Pack of 20,https://m.media-amazon.com/images/I/61ZlxKR3C6L._AC_UL320_.jpg,4.3,97,555.0,580.0,,6.379310344827586,6.666666666666667
Nutty Yogi Ragi Chips | Healthy and tasty | Crunchy | 100gm (Pack of 2),https://m.media-amazon.com/images/I/71JhNvsz5LL._AC_UL320_.jpg,4.1,301,175.0,258.0,gm,2.0114942528735633,2.9655172413793105
Virgo White Sugar Sachet 5g x 200nos | Sugar,https://m.media-amazon.com/images/I/31AGN1Z3rkL._AC_UL320_.jpg,3.9,18,115.0,350.0,g,1.3218390804597702,4.022988505747127
"mCaffeine Deep Pore Cleansing Regime | Deep Cleanse, Tan Removal, Blackheads Removal | Face Wash, Face Mask, Face Scrub | ...",https://m.media-amazon.com/images/I/61tiEP8njSL._AC_UL320_.jpg,4.2,"1,307",999.0,1273.0,,11.482758620689655,14.632183908045977
"TGL Co. The Good Life Company 100% Natural Immunity Boosting Green Tea Sampler Tea Gift, 10 Pyramid Tea Bags of 10 Differe...",https://m.media-amazon.com/images/I/616AvRorgIL._AC_UL320_.jpg,4.4,515,165.0,200.0,,1.896551724137931,2.2988505747126435
RENTIO Super Desi unpolished Toor dal/Arhar dal - 5kg,https://m.media-amazon.com/images/I/7107HChUS0L._AC_UL320_.jpg,4.1,45,900.0,950.0,kg,10.344827586206897,10.919540229885058
"Tea Treasure Spearmint Herbal Infusion, Antioxidants Rich Refreshing Tea, 18 Pyramid Bags",https://m.media-amazon.com/images/I/81f+i-gxSCL._AC_UL320_.jpg,4.3,556,175.0,299.0,,2.0114942528735633,3.4367816091954024
OBLIQ Memory Foam Chair Cushion for Back Pain Relief Orthopedic Lumbar Support Backrest Pillow for Office Chairs & Cars (B...,https://m.media-amazon.com/images/I/71nqKF+5XdL._AC_UL320_.jpg,4.2,"1,533",1099.0,2999.0,,12.632183908045977,34.47126436781609
MORDE DARK COMPOUND - 500 g (Combo Pack of 2),https://m.media-amazon.com/images/I/51GL0jyj7XL._AC_UL320_.jpg,4.3,387,300.0,490.0,,3.4482758620689653,5.632183908045977
"The Whole Truth Dark Chocolate - Hazelnut | Pack of 2 x80g | No Added Sugar | Sweetened Only with Dates | 47% Cocoa, 38% D...",https://m.media-amazon.com/images/I/91wKqqXeTrL._AC_UL320_.jpg,4.4,59,473.0,498.0,,5.436781609195402,5.724137931034483
EAT BETTER CO - Better Laddoos - Peanut & Chocolate - Delicious Sugar-Free Laddoos | Energy-Bar Replacement | Dry-Fruit La...,https://m.media-amazon.com/images/I/61B07gGs4PL._AC_UL320_.jpg,4.5,36,279.0,365.0,,3.206896551724138,4.195402298850575
"Carbamide Forte 100% Pure Extra Virgin Cold Pressed Coconut Oil for Skin, Hair Growth & Cooking – 200ml",https://m.media-amazon.com/images/I/71KMIeu2dpL._AC_UL320_.jpg,4.3,288,199.0,250.0,ml,2.2873563218390807,2.8735632183908044
Cadbury Oreo Vanilla Flavour Cookie Sandwich Cream Biscuit (113.75g / 120g grammage May Vary),https://m.media-amazon.com/images/I/61xbN+pODZL._AC_UL320_.jpg,4.4,560,33.0,35.0,g,0.3793103448275862,0.40229885057471265
"Add me Punjabi Mix Pickle 500gm Mango Chilli Lemon Carrot ker Ginger karonda lasoda Fruit Mix Achar Pickles Glass Pack, 50...",https://m.media-amazon.com/images/I/61C7flB3TDL._AC_UL320_.jpg,4.1,292,239.0,400.0,gm,2.7471264367816093,4.597701149425287
EAT BETTER CO - Better Laddoos - Peanut & Chocolate - Delicious Sugar-Free Laddoos | Energy-Bar Replacement | Dry-Fruit La...,https://m.media-amazon.com/images/I/61B07gGs4PL._AC_UL320_.jpg,4.5,36,279.0,365.0,,3.206896551724138,4.195402298850575
"Carbamide Forte 100% Pure Extra Virgin Cold Pressed Coconut Oil for Skin, Hair Growth & Cooking – 200ml",https://m.media-amazon.com/images/I/71KMIeu2dpL._AC_UL320_.jpg,4.3,288,199.0,250.0,ml,2.2873563218390807,2.8735632183908044
Cadbury Oreo Vanilla Flavour Cookie Sandwich Cream Biscuit (113.75g / 120g grammage May Vary),https://m.media-amazon.com/images/I/61xbN+pODZL._AC_UL320_.jpg,4.4,560,33.0,35.0,g,0.3793103448275862,0.40229885057471265
"Add me Punjabi Mix Pickle 500gm Mango Chilli Lemon Carrot ker Ginger karonda lasoda Fruit Mix Achar Pickles Glass Pack, 50...",https://m.media-amazon.com/images/I/61C7flB3TDL._AC_UL320_.jpg,4.1,292,239.0,400.0,gm,2.7471264367816093,4.597701149425287
GO DESi Popz Kaccha Aam | 100 Pieces | Aam Candy | Fruit Snacks | Sour Candies | Lollipop | Raw Mango Candy,https://m.media-amazon.com/images/I/71eXTGvZbmL._AC_UL320_.jpg,4.3,154,495.0,500.0,,5.689655172413793,5.747126436781609
"TOTS AND MOMS Introductory Foods Trial Combo| Healthy Porridge, Cereals and Moongdal Mix | 4 Packs",https://m.media-amazon.com/images/I/510NKiM9-UL._AC_UL320_.jpg,4,73,290.0,348.0,,3.3333333333333335,4.0
"Vedaka Premium Inshell Walnuts, 500g (Pack of 2)",https://m.media-amazon.com/images/I/91MINcGoQYL._AC_UL320_.jpg,3.8,523,819.0,1600.0,g,9.413793103448276,18.39080459770115
"Mr. Makhana Roasted Makhana & Foxnuts : Pudina Party, Cream & Onion, Butter Tomato (Pack of 3x75 gm) | Gluten Free | MSG F...",https://m.media-amazon.com/images/I/71oVye2JG9L._AC_UL320_.jpg,4.2,276,342.0,360.0,,3.9310344827586206,4.137931034482759
"WAGH BAKRI INSTANT TEA PREMIX ELAICHI,GINGER & MASALA COMBO PACK",https://m.media-amazon.com/images/I/71Ed2dKtbwL._AC_UL320_.jpg,4.1,575,449.0,480.0,,5.160919540229885,5.517241379310345
"Veganic Rice Kachari - 400GM | Salted Rice Wafer Fryum | Rice Finger Papad | Sun Dried Rice Kurdai | Chaval Charauri, Tilo...",https://m.media-amazon.com/images/I/61mgOW77o7L._AC_UL320_.jpg,3.3,87,199.0,299.0,,2.2873563218390807,3.4367816091954024
"Raw Himalayas 100% Whole Wheat Bread Flour (1 Kg), Unbleached | Ideal for Brown/Malted Breads, Sourdoughs, Pizza Base, Gra...",https://m.media-amazon.com/images/I/81LvzuZrtHL._AC_UL320_.jpg,4.8,47,389.0,499.0,,4.471264367816092,5.735632183908046
"MuscleTech Whey Protein Powder Chocolate Flavour, 1.81 kg With Whey Isolates & Peptides Performance Series Nitro Tech",https://m.media-amazon.com/images/I/71Y5fo+srLL._AC_UL320_.jpg,3.9,"5,571",5899.0,7499.0,,67.80459770114942,86.19540229885058
"Saapattu Raman 500 Grams Natural & Pure Organic Honey (No Preservatives, No Art Color, No Flavor)",https://m.media-amazon.com/images/I/71se-jL9-AL._AC_UL320_.jpg,4.1,119,369.0,499.0,,4.241379310344827,5.735632183908046
"TAGZ Popped Potato Chips | Not Fried, Not Baked - Pack of 6 Assorted Canz + 2 Dips harissa and Ranch",https://m.media-amazon.com/images/I/719Kh72qPjL._AC_UL320_.jpg,4,3,699.0,1144.0,,8.03448275862069,13.149425287356323
Kapiva Wild Amla Juice (3L) | Suitable for healthy Hair & Skin | Detox juice for weight loss | Natural Source of Vitamin C...,https://m.media-amazon.com/images/I/61NbffePAAL._AC_UL320_.jpg,4.3,46,564.0,897.0,,6.482758620689655,10.310344827586206
SHUDH ONLINE MASOOR DALPOWDER - RED LENTILS-SEED POWDER- SKIN CARE (100 GRAMS),https://m.media-amazon.com/images/I/61056e8ygNL._AC_UL320_.jpg,4.3,107,189.0,248.0,,2.1724137931034484,2.8505747126436782
"Ossoro Butterscotch Flavour, 30 ml/ Glass Bottle",https://m.media-amazon.com/images/I/81LWNO7+1HL._AC_UL320_.jpg,4.3,660,184.0,200.0,,2.1149425287356323,2.2988505747126435
karkkuvel ayyanar Vamshi Krishna Premium ponni Boiled Rice (10 kg),https://m.media-amazon.com/images/I/712-N7AwM-L._AC_UL320_.jpg,4.2,342,1095.0,1500.0,,12.586206896551724,17.24137931034483
more 2 nuts Chocolate Coated Almonds Milk Chocolate Covered Nuts 250g Jar Packing (Milk),https://m.media-amazon.com/images/I/71jnql3nGsL._AC_UL320_.jpg,3.5,143,340.0,399.0,g,3.9080459770114944,4.586206896551724
"Tea Culture of The World Kashmiri Kahwa Green Tea | Promotes Stress Relief | Improves Immunity | Cleanse, Detox, Slim, Ski...",https://m.media-amazon.com/images/I/71xZXyMrFHL._AC_UL320_.jpg,4.3,113,292.0,349.0,,3.3563218390804597,4.011494252873563
ASLI Black Poppy Seeds Basil Posta Dhana Khus Khus 100 Grams,https://m.media-amazon.com/images/I/81bRscNLXwS._AC_UL320_.jpg,3,40,235.0,510.0,,2.7011494252873565,5.862068965517241
Galaxy Fusions Silky Smooth Dark Chocolate Pack | Made with 70% Cocoa | Luxuriously Smooth & Deliciously Intense Chocolate...,https://m.media-amazon.com/images/I/61OxrNI2UXL._AC_UL320_.jpg,4.9,226,576.0,640.0,,6.620689655172414,7.35632183908046
"Dlecta 100% Mozzarella Cheese Block, 200 g",https://m.media-amazon.com/images/I/615jwZDOqwL._AC_UL320_.jpg,4.6,3,123.4,165.0,,1.4183908045977012,1.896551724137931
"RiteBite Max Protein Muesli Munchies Choco Crunchy (Pack of 1), 240g (10g Protein, 5g Fiber, 21% Fruits, Nuts & Seeds, 7 G...",https://m.media-amazon.com/images/I/81LPrkFah7L._AC_UL320_.jpg,4.4,415,242.0,249.0,g,2.781609195402299,2.8620689655172415
"Patanjali Pushtahar Dalia, 500g",https://m.media-amazon.com/images/I/61b+0cBt4JL._AC_UL320_.jpg,3.8,98,43.0,45.0,g,0.4942528735632184,0.5172413793103449
